0.0,2599.905
2.449,3267.099
4.898,1013.224
7.347,127.557
9.796,2639.058
12.245,1979.485
14.694,1438.302
17.143,1306.525
19.592,2037.129
22.041,1302.069
24.49,4834.815
26.939,2685.907
29.388,2680.368
31.837,3149.143
34.286,4104.059
36.735,6412.552
39.184,7462.21
41.633,6534.549
44.082,7203.786
46.531,9319.6
48.98,13372.613
51.429,14183.085
53.878,15860.912
56.327,14300.434
58.776,16201.709
61.224,19368.227
63.673,20457.468
66.122,18802.94
68.571,20387.311
71.02,19001.326
73.469,22413.226
75.918,21206.593
78.367,19543.332
80.816,20391.162
83.265,20912.164
85.714,20498.791
88.163,21132.723
90.612,21677.069
93.061,21712.56
95.51,22975.9
97.959,23713.333
100.408,21255.396
102.857,23673.82
105.306,22004.853
107.755,23844.709
110.204,21236.29
112.653,23217.887
115.102,22358.925
117.551,20088.267
120.0,23333.852
