3.814,54.215
1.307,29.275
1.976,17.89
4.636,108.708
3.539,65.468
1.527,14.961
3.991,74.903
4.302,80.34
2.162,24.187
1.242,10.77
2.55,30.78
4.14,82.559
3.705,54.358
3.895,68.659
3.858,61.02
4.176,85.72
4.812,149.34
0.25,24.769
2.069,14.498
3.174,57.13
4.378,92.607
4.447,116.762
0.447,29.531
0.564,12.544
4.174,98.942
3.681,54.011
4.689,140.294
0.926,36.106
4.59,105.705
1.531,18.408
2.236,42.637
1.449,9.056
2.248,20.842
0.553,35.347
1.227,14.032
3.619,61.586
2.568,41.55
2.565,34.352
3.165,35.453
1.47,36.125
3.628,64.619
2.789,27.294
4.306,88.671
3.227,29.702
0.598,6.464
4.327,95.045
2.188,17.541
0.235,5.909
4.354,88.064
4.48,111.073
2.698,38.158
1.61,21.493
0.242,32.997
1.176,9.846
0.911,8.474
3.359,38.116
3.032,26.672
1.92,23.423
3.452,35.792
0.421,34.113
1.455,18.072
0.526,32.674
0.745,19.658
2.979,30.358
1.767,19.631
3.878,57.718
0.733,15.714
1.845,40.177
4.293,101.791
0.707,23.915
3.362,40.442
1.345,27.954
2.328,24.27
0.288,20.819
1.574,26.053
2.263,18.575
4.555,117.426
2.359,38.743
2.315,28.71
1.031,9.711
4.861,158.373
1.207,13.648
4.578,122.233
4.261,94.915
2.836,21.922
1.656,25.086
4.418,115.312
1.622,17.676
1.247,14.565
2.459,37.937
0.44,17.228
4.768,147.094
0.701,31.218
4.913,152.998
3.527,60.271
4.019,79.647
4.971,160.287
1.465,15.036
2.189,30.288
1.323,36.513
